1,Alder
2,Ambrosia
3,Amy
4,Apple
5,Apple
6,Arfaj
7,Arrowwood
8,Ash
9,Azolla
10,Bearberry
11,Bear
12,Bindweed
13,Bird's
14,Bird's
15,Birch
16,Bittercress
17,Bittersweet
18,Bitterweed
19,Blackberry
20,Black
21,Black-eyed
22,Blackhaw
23,Blackiehead
24,Black-weed
25,Blue-of-the-Heavens
26,Bow-wood
27,Box
28,Boxelder
29,Boxwood
30,Brier
31,Brittlebush
32,Broadleaf
33,Brown
34,Black-eyed
35,Buffalo
36,Butterfly
37,Butterfly
38,Cabbage
39,Canada
40,Cancer
41,Carrot
42,Carrot
43,Cart
44,Cherry
45,Chigger
46,Coakum
47,Colic
48,Collard
49,Colwort
50,Coneflower
51,Cornel
52,Cornelian
53,Corydalis
54,Cress
55,Crowfoot
56,Crow's
57,Crow's
58,Daffodil
59,Daisy
60,David
61,Deadnettle
62,Devil's
63,Devil's
64,Devil's
65,Devil's
66,Dewberry
67,Dindle
68,Dogwood
69,Duck
70,Duscle
71,Dye-leaves
72,Earth
73,English
74,Fair-maid-of-France
75,Fairymoss
76,Fellenwort
77,Felonwood
78,Felonwort
79,Fern
80,Feverbush
81,Feverfew
82,Creeping
83,Fluxroot
84,Fumewort
85,Gallberry
86,Garget
87,Garlic
88,Garlic
89,Garlic
90,Gilliflower
91,Golden
92,Goldenglow
93,Golden
94,Gordaldo
95,Goose
96,Groundberry
97,Gutweed
98,Harlequin
99,Hay
100,Healing
101,Hedge
102,Hellebore
103,Hemp
104,Hen
105,Henbit
106,Herb
107,Hogweed
108,Holly
109,Horse
110,Hortensia
111,Hound's
112,Houseleek
113,Indian
114,Indian
115,Indian
116,Inkberry
117,Itchweed
118,Jack-by-the-Hedge
119,Jack-in-the-Bush
120,Juneberry
121,Keek
122,Kinnikinnik
123,Kousa
124,Laceflower
125,Lamb's
126,Leek
127,Lilac
128,Love
129,Maple
130,Mesquite
131,Milfoil
132,Milkweed
133,Milky
134,Morel
135,Mosquito
136,Mother-of-the-Evening
137,Mountain
138,Mulberry
139,Nature's
140,Nettle
141,Nightshade
142,Nosebleed
143,Oak
144,Old
145,Onion
146,Orange
147,Orange-root
148,Osage
149,Osier
150,Parsnip
151,Pellitory
152,Penny
153,Pepper
154,Pigeon
155,Plantain
156,Pleurisy
157,Pocan
158,Poisonberry
159,Poisonflower
160,Poke
161,Pokeroot
162,Pokeweed
163,Polkweed
164,Polecat
165,Poor
166,Poor
167,Possumhaw
168,Radical
169,Ragweed
170,Rantipole
171,Raspberry
172,Redbrush
173,Red
174,Redweed
175,Rheumatism
176,Ribwort
177,Roadweed
178,Rocket
179,Rocketcress
180,Rose
181,Sanguinary
182,Sauce-alone
183,Scarlet
184,Scoke
185,Scotch
186,Scrambled
187,Scurvy
188,Serviceberry
189,Shadblow
190,Shadbush
191,Silkweed
192,Skunkweed
193,Snakeberry
194,Speedwell=Veronica
195,Spoolwood
196,Squaw
197,Stammerwort
198,Stars-of-Persia
199,Stickweed
200,Swallow-wort
201,Sneezeweed
202,Sneezewort
203,Sugarplum
204,Soldier's
205,Stag
206,Swallow-wort
207,Sweet
208,Sweet
209,Sweet
210,Swinies
211,Tansy
212,Tea
213,Thimbleberry
214,Thimbleweed
215,Thousand-leaf
216,Thousand-seal
217,Tassel
218,Thistle
219,Tickleweed
220,Toothwort
221,Touch-me-not
222,Traveller's
223,Tread-softly
224,Tree
225,Tuber-root
226,Viburnum
227,Violet
228,Violet
229,Virgin's
230,Waybread
231,White
232,White-root
233,Wild
234,Wild
235,Willow
236,Windroot
237,Wineberry
238,Winterberry
239,Wintercress
240,Woodbine
241,Wormwood
242,Wound
243,Yarrow
244,Yellow
245,Yellowwood
246,Johnny's
247,Abiu
248,Acai
249,Acerola
250,Akebi
251,Ackee
252,African Cherry Orange
253,American Mayapple
254,Apple
255,Apricot
256,Araza
257,Avocado
258,Banana
259,Bilberry
260,Blackberry
261,Blackcurrant
262,Black sapote
263,Blueberry
264,Boysenberry
265,Breadfruit
266,Buddha's hand
267,Cactus pear
268,Canistel
269,Cempedak
270,Cherimoya
271,Cherry
